,species,chemical,log conc (mol/L),species_divisions,species_others,subClassOf,smiles,smiles_clusters
103,https://cfpub.epa.gov/ecotox/taxon/16360,https://cfpub.epa.gov/ecotox/cas/7758987,2.7625879809012472,https://cfpub.epa.gov/ecotox/group/Fish,,,[O-]S(=O)(=O)[O-].[Cu+2],0
104,https://cfpub.epa.gov/ecotox/taxon/16410,https://cfpub.epa.gov/ecotox/cas/10099748,-0.07701014728741909,https://cfpub.epa.gov/ecotox/group/Molluscs,,,[N+](=O)([O-])O[Pb]O[N+](=O)[O-],0
105,https://cfpub.epa.gov/ecotox/taxon/16410,https://cfpub.epa.gov/ecotox/cas/10124364,1.3657989347672632,https://cfpub.epa.gov/ecotox/group/Molluscs,,,[O-]S(=O)(=O)[O-].[Cd+2],0
106,https://cfpub.epa.gov/ecotox/taxon/16410,https://cfpub.epa.gov/ecotox/cas/7758987,1.1922164006213267,https://cfpub.epa.gov/ecotox/group/Molluscs,,,[O-]S(=O)(=O)[O-].[Cu+2],0
107,https://cfpub.epa.gov/ecotox/taxon/16546,https://cfpub.epa.gov/ecotox/cas/7722647,2.9730205867773623,https://cfpub.epa.gov/ecotox/group/Fish,,,[O-][Mn](=O)(=O)=O.[K+],1
108,https://cfpub.epa.gov/ecotox/taxon/16546,https://cfpub.epa.gov/ecotox/cas/7722841,1.6864447391679418,https://cfpub.epa.gov/ecotox/group/Fish,,,OO,1
109,https://cfpub.epa.gov/ecotox/taxon/16546,https://cfpub.epa.gov/ecotox/cas/7758987,3.723950709897877,https://cfpub.epa.gov/ecotox/group/Fish,,,[O-]S(=O)(=O)[O-].[Cu+2],0
110,https://cfpub.epa.gov/ecotox/taxon/1666,https://cfpub.epa.gov/ecotox/cas/7447394,2.39506334717184,https://cfpub.epa.gov/ecotox/group/Crustaceans,,,Cl[Cu]Cl,1
111,https://cfpub.epa.gov/ecotox/taxon/16704,https://cfpub.epa.gov/ecotox/cas/153719234,3.241205302698698,https://cfpub.epa.gov/ecotox/group/Insects/Spiders,,http://purl.obolibrary.org/obo/CHEBI_33832,CN1COCN(C1=N[N+](=O)[O-])CC2=CN=C(S2)Cl,2
112,https://cfpub.epa.gov/ecotox/taxon/16705,https://cfpub.epa.gov/ecotox/cas/20427592,-0.9788557610613444,https://cfpub.epa.gov/ecotox/group/Insects/Spiders,,,[OH-].[OH-].[Cu+2],0
113,https://cfpub.epa.gov/ecotox/taxon/16735,https://cfpub.epa.gov/ecotox/cas/168316958,8.717817078459221,https://cfpub.epa.gov/ecotox/group/Insects/Spiders,,http://purl.obolibrary.org/obo/CHEBI_33832,CCC1CCCC(C(C(=O)C2=CC3C4CC(CC4C=CC3C2CC(=O)O1)OC5C(C(C(C(O5)C)OC)OC)OC)C)OC6CCC(C(O6)C)N(C)C.CCC1CCCC(C(C(=O)C2=CC3C4CC(CC4C(=CC3C2CC(=O)O1)C)OC5C(C(C(C(O5)C)OC)OC)OC)C)OC6CCC(C(O6)C)N(C)C,3
114,https://cfpub.epa.gov/ecotox/taxon/16766,https://cfpub.epa.gov/ecotox/cas/7803512,2.823870419152282,https://cfpub.epa.gov/ecotox/group/Insects/Spiders,,,P,1
115,https://cfpub.epa.gov/ecotox/taxon/16769,https://cfpub.epa.gov/ecotox/cas/7447407,6.051597231493565,https://cfpub.epa.gov/ecotox/group/Crustaceans,,,[Cl-].[K+],1
116,https://cfpub.epa.gov/ecotox/taxon/16837,https://cfpub.epa.gov/ecotox/cas/168316958,6.811427224954742,https://cfpub.epa.gov/ecotox/group/Insects/Spiders,,http://purl.obolibrary.org/obo/CHEBI_33832,CCC1CCCC(C(C(=O)C2=CC3C4CC(CC4C=CC3C2CC(=O)O1)OC5C(C(C(C(O5)C)OC)OC)OC)C)OC6CCC(C(O6)C)N(C)C.CCC1CCCC(C(C(=O)C2=CC3C4CC(CC4C(=CC3C2CC(=O)O1)C)OC5C(C(C(C(O5)C)OC)OC)OC)C)OC6CCC(C(O6)C)N(C)C,3
117,https://cfpub.epa.gov/ecotox/taxon/16839,https://cfpub.epa.gov/ecotox/cas/153719234,3.127462039997752,https://cfpub.epa.gov/ecotox/group/Insects/Spiders,,http://purl.obolibrary.org/obo/CHEBI_33832,CN1COCN(C1=N[N+](=O)[O-])CC2=CN=C(S2)Cl,2
118,https://cfpub.epa.gov/ecotox/taxon/16867,https://cfpub.epa.gov/ecotox/cas/168316958,7.650848132077308,https://cfpub.epa.gov/ecotox/group/Insects/Spiders,,http://purl.obolibrary.org/obo/CHEBI_33832,CCC1CCCC(C(C(=O)C2=CC3C4CC(CC4C=CC3C2CC(=O)O1)OC5C(C(C(C(O5)C)OC)OC)OC)C)OC6CCC(C(O6)C)N(C)C.CCC1CCCC(C(C(=O)C2=CC3C4CC(CC4C(=CC3C2CC(=O)O1)C)OC5C(C(C(C(O5)C)OC)OC)OC)C)OC6CCC(C(O6)C)N(C)C,3
119,https://cfpub.epa.gov/ecotox/taxon/1696,https://cfpub.epa.gov/ecotox/cas/7733020,4.925042907310217,https://cfpub.epa.gov/ecotox/group/Fish,,,[O-]S(=O)(=O)[O-].[Zn+2],0
120,https://cfpub.epa.gov/ecotox/taxon/170,https://cfpub.epa.gov/ecotox/cas/7447394,5.477355577336633,https://cfpub.epa.gov/ecotox/group/Crustaceans,,,Cl[Cu]Cl,1
121,https://cfpub.epa.gov/ecotox/taxon/17047,https://cfpub.epa.gov/ecotox/cas/168316958,4.535893616375608,https://cfpub.epa.gov/ecotox/group/Insects/Spiders,,http://purl.obolibrary.org/obo/CHEBI_33832,CCC1CCCC(C(C(=O)C2=CC3C4CC(CC4C=CC3C2CC(=O)O1)OC5C(C(C(C(O5)C)OC)OC)OC)C)OC6CCC(C(O6)C)N(C)C.CCC1CCCC(C(C(=O)C2=CC3C4CC(CC4C(=CC3C2CC(=O)O1)C)OC5C(C(C(C(O5)C)OC)OC)OC)C)OC6CCC(C(O6)C)N(C)C,3
122,https://cfpub.epa.gov/ecotox/taxon/17068,https://cfpub.epa.gov/ecotox/cas/7487947,6.940588853001318,https://cfpub.epa.gov/ecotox/group/Molluscs,https://cfpub.epa.gov/ecotox/group/U.S.ThreatenedandEndangeredSpecies,,Cl[Hg]Cl,1
123,https://cfpub.epa.gov/ecotox/taxon/17111,https://cfpub.epa.gov/ecotox/cas/7647145,1.8508988271985976,https://cfpub.epa.gov/ecotox/group/Molluscs,,,[Na+].[Cl-],1
124,https://cfpub.epa.gov/ecotox/taxon/17350,https://cfpub.epa.gov/ecotox/cas/168316958,3.6302859731624193,https://cfpub.epa.gov/ecotox/group/Insects/Spiders,,http://purl.obolibrary.org/obo/CHEBI_33832,CCC1CCCC(C(C(=O)C2=CC3C4CC(CC4C=CC3C2CC(=O)O1)OC5C(C(C(C(O5)C)OC)OC)OC)C)OC6CCC(C(O6)C)N(C)C.CCC1CCCC(C(C(=O)C2=CC3C4CC(CC4C(=CC3C2CC(=O)O1)C)OC5C(C(C(C(O5)C)OC)OC)OC)C)OC6CCC(C(O6)C)N(C)C,3
125,https://cfpub.epa.gov/ecotox/taxon/1747,https://cfpub.epa.gov/ecotox/cas/7647145,1.5469549814450203,https://cfpub.epa.gov/ecotox/group/Invertebrates,https://cfpub.epa.gov/ecotox/group/StandardTestSpecies,,[Na+].[Cl-],1
126,https://cfpub.epa.gov/ecotox/taxon/17689,https://cfpub.epa.gov/ecotox/cas/168316958,2.798663979379618,https://cfpub.epa.gov/ecotox/group/Insects/Spiders,,http://purl.obolibrary.org/obo/CHEBI_33832,CCC1CCCC(C(C(=O)C2=CC3C4CC(CC4C=CC3C2CC(=O)O1)OC5C(C(C(C(O5)C)OC)OC)OC)C)OC6CCC(C(O6)C)N(C)C.CCC1CCCC(C(C(=O)C2=CC3C4CC(CC4C(=CC3C2CC(=O)O1)C)OC5C(C(C(C(O5)C)OC)OC)OC)C)OC6CCC(C(O6)C)N(C)C,3
127,https://cfpub.epa.gov/ecotox/taxon/1770,https://cfpub.epa.gov/ecotox/cas/168316958,7.433130123651702,https://cfpub.epa.gov/ecotox/group/Insects/Spiders,https://cfpub.epa.gov/ecotox/group/U.S.Exotic/NuisanceSpecies,http://purl.obolibrary.org/obo/CHEBI_33832,CCC1CCCC(C(C(=O)C2=CC3C4CC(CC4C=CC3C2CC(=O)O1)OC5C(C(C(C(O5)C)OC)OC)OC)C)OC6CCC(C(O6)C)N(C)C.CCC1CCCC(C(C(=O)C2=CC3C4CC(CC4C(=CC3C2CC(=O)O1)C)OC5C(C(C(C(O5)C)OC)OC)OC)C)OC6CCC(C(O6)C)N(C)C,3
128,https://cfpub.epa.gov/ecotox/taxon/17715,https://cfpub.epa.gov/ecotox/cas/7647145,1.279775482113243,https://cfpub.epa.gov/ecotox/group/Molluscs,,,[Na+].[Cl-],1
129,https://cfpub.epa.gov/ecotox/taxon/17784,https://cfpub.epa.gov/ecotox/cas/7733020,1.833838900916992,https://cfpub.epa.gov/ecotox/group/Fish,,,[O-]S(=O)(=O)[O-].[Zn+2],0
130,https://cfpub.epa.gov/ecotox/taxon/17784,https://cfpub.epa.gov/ecotox/cas/7758987,2.9339002362145257,https://cfpub.epa.gov/ecotox/group/Fish,,,[O-]S(=O)(=O)[O-].[Cu+2],0
131,https://cfpub.epa.gov/ecotox/taxon/1787,https://cfpub.epa.gov/ecotox/cas/7446084,4.7478247389964965,https://cfpub.epa.gov/ecotox/group/Molluscs,,,O=[Se]=O,1
132,https://cfpub.epa.gov/ecotox/taxon/1787,https://cfpub.epa.gov/ecotox/cas/7487947,5.133391989800473,https://cfpub.epa.gov/ecotox/group/Molluscs,,,Cl[Hg]Cl,1
133,https://cfpub.epa.gov/ecotox/taxon/1789,https://cfpub.epa.gov/ecotox/cas/85007,3.5854749276849534,https://cfpub.epa.gov/ecotox/group/Fish,,,C1C[N+]2=CC=CC=C2C3=CC=CC=[N+]31.[Br-].[Br-],2
134,https://cfpub.epa.gov/ecotox/taxon/1803,https://cfpub.epa.gov/ecotox/cas/7447407,5.982593499675076,https://cfpub.epa.gov/ecotox/group/Crustaceans,,,[Cl-].[K+],1
135,https://cfpub.epa.gov/ecotox/taxon/18209,https://cfpub.epa.gov/ecotox/cas/7758987,5.239724802289325,https://cfpub.epa.gov/ecotox/group/Insects/Spiders,,,[O-]S(=O)(=O)[O-].[Cu+2],0
136,https://cfpub.epa.gov/ecotox/taxon/18258,https://cfpub.epa.gov/ecotox/cas/7733020,4.089853155956209,https://cfpub.epa.gov/ecotox/group/Molluscs,,,[O-]S(=O)(=O)[O-].[Zn+2],0
137,https://cfpub.epa.gov/ecotox/taxon/18258,https://cfpub.epa.gov/ecotox/cas/7758987,5.953098698255732,https://cfpub.epa.gov/ecotox/group/Molluscs,,,[O-]S(=O)(=O)[O-].[Cu+2],0
138,https://cfpub.epa.gov/ecotox/taxon/18313,https://cfpub.epa.gov/ecotox/cas/7758987,5.9044067743560085,https://cfpub.epa.gov/ecotox/group/Crustaceans,,,[O-]S(=O)(=O)[O-].[Cu+2],0
139,https://cfpub.epa.gov/ecotox/taxon/18314,https://cfpub.epa.gov/ecotox/cas/153719234,3.861861782518319,https://cfpub.epa.gov/ecotox/group/Insects/Spiders,,http://purl.obolibrary.org/obo/CHEBI_33832,CN1COCN(C1=N[N+](=O)[O-])CC2=CN=C(S2)Cl,2
140,https://cfpub.epa.gov/ecotox/taxon/1836,https://cfpub.epa.gov/ecotox/cas/10108642,3.2483204186124395,https://cfpub.epa.gov/ecotox/group/Fish,,,Cl[Cd]Cl,1
141,https://cfpub.epa.gov/ecotox/taxon/1836,https://cfpub.epa.gov/ecotox/cas/7447394,7.001898104849921,https://cfpub.epa.gov/ecotox/group/Fish,,,Cl[Cu]Cl,1
142,https://cfpub.epa.gov/ecotox/taxon/18372,https://cfpub.epa.gov/ecotox/cas/153719234,4.083710532134675,https://cfpub.epa.gov/ecotox/group/Insects/Spiders,,http://purl.obolibrary.org/obo/CHEBI_33832,CN1COCN(C1=N[N+](=O)[O-])CC2=CN=C(S2)Cl,2
143,https://cfpub.epa.gov/ecotox/taxon/18400,https://cfpub.epa.gov/ecotox/cas/10043013,4.071397268827034,https://cfpub.epa.gov/ecotox/group/Crustaceans,,,O=S1(=O)O[Al]2OS(=O)(=O)O[Al](O1)OS(=O)(=O)O2,1
144,https://cfpub.epa.gov/ecotox/taxon/18400,https://cfpub.epa.gov/ecotox/cas/10108642,4.419344333673843,https://cfpub.epa.gov/ecotox/group/Crustaceans,,,Cl[Cd]Cl,1
145,https://cfpub.epa.gov/ecotox/taxon/18400,https://cfpub.epa.gov/ecotox/cas/7758987,3.6959219862976336,https://cfpub.epa.gov/ecotox/group/Crustaceans,,,[O-]S(=O)(=O)[O-].[Cu+2],0
146,https://cfpub.epa.gov/ecotox/taxon/18400,https://cfpub.epa.gov/ecotox/cas/7785877,2.2106447445445268,https://cfpub.epa.gov/ecotox/group/Crustaceans,,,[O-]S(=O)(=O)[O-].[Mn+2],0
147,https://cfpub.epa.gov/ecotox/taxon/18447,https://cfpub.epa.gov/ecotox/cas/10102064,3.0726853656027404,https://cfpub.epa.gov/ecotox/group/Insects/Spiders,https://cfpub.epa.gov/ecotox/group/StandardTestSpecies,,[N+](=O)(O)[O-].[N+](=O)(O)[O-].O=[U]=O,0
148,https://cfpub.epa.gov/ecotox/taxon/18447,https://cfpub.epa.gov/ecotox/cas/7631950,1.856583081004804,https://cfpub.epa.gov/ecotox/group/Insects/Spiders,https://cfpub.epa.gov/ecotox/group/StandardTestSpecies,,[O-][Mo](=O)(=O)[O-].[Na+].[Na+],0
149,https://cfpub.epa.gov/ecotox/taxon/18447,https://cfpub.epa.gov/ecotox/cas/7647145,-0.011309186825479323,https://cfpub.epa.gov/ecotox/group/Insects/Spiders,https://cfpub.epa.gov/ecotox/group/StandardTestSpecies,,[Na+].[Cl-],1
150,https://cfpub.epa.gov/ecotox/taxon/18447,https://cfpub.epa.gov/ecotox/cas/7718549,2.029410948898376,https://cfpub.epa.gov/ecotox/group/Insects/Spiders,https://cfpub.epa.gov/ecotox/group/StandardTestSpecies,,Cl[Ni]Cl,1
151,https://cfpub.epa.gov/ecotox/taxon/18447,https://cfpub.epa.gov/ecotox/cas/7758954,4.922380083762786,https://cfpub.epa.gov/ecotox/group/Insects/Spiders,https://cfpub.epa.gov/ecotox/group/StandardTestSpecies,,Cl[Pb]Cl,1
152,https://cfpub.epa.gov/ecotox/taxon/18447,https://cfpub.epa.gov/ecotox/cas/7784465,3.2623547975773453,https://cfpub.epa.gov/ecotox/group/Insects/Spiders,https://cfpub.epa.gov/ecotox/group/StandardTestSpecies,,[O-][As]=O.[Na+],1
153,https://cfpub.epa.gov/ecotox/taxon/18595,https://cfpub.epa.gov/ecotox/cas/7632000,2.8387400187738865,https://cfpub.epa.gov/ecotox/group/Worms,,,N(=O)[O-].[Na+],1
154,https://cfpub.epa.gov/ecotox/taxon/18595,https://cfpub.epa.gov/ecotox/cas/7646799,3.7122151898531937,https://cfpub.epa.gov/ecotox/group/Worms,,,Cl[Co]Cl,1
155,https://cfpub.epa.gov/ecotox/taxon/18595,https://cfpub.epa.gov/ecotox/cas/7681529,3.3638116906275664,https://cfpub.epa.gov/ecotox/group/Worms,,,[O-]Cl.[Na+],1
156,https://cfpub.epa.gov/ecotox/taxon/18595,https://cfpub.epa.gov/ecotox/cas/7718549,3.6016288758626263,https://cfpub.epa.gov/ecotox/group/Worms,,,Cl[Ni]Cl,1
157,https://cfpub.epa.gov/ecotox/taxon/18595,https://cfpub.epa.gov/ecotox/cas/7733020,3.6986465299431392,https://cfpub.epa.gov/ecotox/group/Worms,,,[O-]S(=O)(=O)[O-].[Zn+2],0
158,https://cfpub.epa.gov/ecotox/taxon/18595,https://cfpub.epa.gov/ecotox/cas/7758023,3.071447657634495,https://cfpub.epa.gov/ecotox/group/Worms,,,[K+].[Br-],1
159,https://cfpub.epa.gov/ecotox/taxon/18595,https://cfpub.epa.gov/ecotox/cas/7758987,3.6959219862976336,https://cfpub.epa.gov/ecotox/group/Worms,,,[O-]S(=O)(=O)[O-].[Cu+2],0
160,https://cfpub.epa.gov/ecotox/taxon/18595,https://cfpub.epa.gov/ecotox/cas/7778509,3.865951886954568,https://cfpub.epa.gov/ecotox/group/Worms,,,[O-][Cr](=O)(=O)O[Cr](=O)(=O)[O-].[K+].[K+],0
161,https://cfpub.epa.gov/ecotox/taxon/18595,https://cfpub.epa.gov/ecotox/cas/7783202,3.1206397284155662,https://cfpub.epa.gov/ecotox/group/Worms,,,N.N.OS(=O)(=O)O,1
162,https://cfpub.epa.gov/ecotox/taxon/18595,https://cfpub.epa.gov/ecotox/cas/7787475,2.897352134344313,https://cfpub.epa.gov/ecotox/group/Worms,,,[Be+2].[Cl-].[Cl-],0
163,https://cfpub.epa.gov/ecotox/taxon/18717,https://cfpub.epa.gov/ecotox/cas/168316958,2.4758109863592823,https://cfpub.epa.gov/ecotox/group/Insects/Spiders,,http://purl.obolibrary.org/obo/CHEBI_33832,CCC1CCCC(C(C(=O)C2=CC3C4CC(CC4C=CC3C2CC(=O)O1)OC5C(C(C(C(O5)C)OC)OC)OC)C)OC6CCC(C(O6)C)N(C)C.CCC1CCCC(C(C(=O)C2=CC3C4CC(CC4C(=CC3C2CC(=O)O1)C)OC5C(C(C(C(O5)C)OC)OC)OC)C)OC6CCC(C(O6)C)N(C)C,3
164,https://cfpub.epa.gov/ecotox/taxon/1874,https://cfpub.epa.gov/ecotox/cas/10043353,2.48932169927332,https://cfpub.epa.gov/ecotox/group/Fish,,,B(O)(O)O,1
165,https://cfpub.epa.gov/ecotox/taxon/1874,https://cfpub.epa.gov/ecotox/cas/7758987,2.2625522394410478,https://cfpub.epa.gov/ecotox/group/Fish,,,[O-]S(=O)(=O)[O-].[Cu+2],0
166,https://cfpub.epa.gov/ecotox/taxon/18761,https://cfpub.epa.gov/ecotox/cas/7447407,5.861307860157468,https://cfpub.epa.gov/ecotox/group/Crustaceans,,,[Cl-].[K+],1
167,https://cfpub.epa.gov/ecotox/taxon/18761,https://cfpub.epa.gov/ecotox/cas/7757791,1.840059635451187,https://cfpub.epa.gov/ecotox/group/Crustaceans,,,[N+](=O)([O-])[O-].[K+],0
168,https://cfpub.epa.gov/ecotox/taxon/18762,https://cfpub.epa.gov/ecotox/cas/7447407,5.870721508124263,https://cfpub.epa.gov/ecotox/group/Crustaceans,,,[Cl-].[K+],1
169,https://cfpub.epa.gov/ecotox/taxon/18762,https://cfpub.epa.gov/ecotox/cas/7757791,1.789006346291545,https://cfpub.epa.gov/ecotox/group/Crustaceans,,,[N+](=O)([O-])[O-].[K+],0
170,https://cfpub.epa.gov/ecotox/taxon/18924,https://cfpub.epa.gov/ecotox/cas/153719234,1.097741715857167,https://cfpub.epa.gov/ecotox/group/Insects/Spiders,,http://purl.obolibrary.org/obo/CHEBI_33832,CN1COCN(C1=N[N+](=O)[O-])CC2=CN=C(S2)Cl,2
171,https://cfpub.epa.gov/ecotox/taxon/18950,https://cfpub.epa.gov/ecotox/cas/7758987,2.3628527427099137,https://cfpub.epa.gov/ecotox/group/Amphibians,https://cfpub.epa.gov/ecotox/group/U.S.Exotic/NuisanceSpecies,,[O-]S(=O)(=O)[O-].[Cu+2],0
172,https://cfpub.epa.gov/ecotox/taxon/1920,https://cfpub.epa.gov/ecotox/cas/7601890,1.345776378048415,https://cfpub.epa.gov/ecotox/group/Amphibians,,,[O-]Cl(=O)(=O)=O.[Na+],1
173,https://cfpub.epa.gov/ecotox/taxon/1920,https://cfpub.epa.gov/ecotox/cas/7647145,0.2704582568763225,https://cfpub.epa.gov/ecotox/group/Amphibians,,,[Na+].[Cl-],1
174,https://cfpub.epa.gov/ecotox/taxon/1920,https://cfpub.epa.gov/ecotox/cas/7758987,6.3559739246032825,https://cfpub.epa.gov/ecotox/group/Amphibians,,,[O-]S(=O)(=O)[O-].[Cu+2],0
175,https://cfpub.epa.gov/ecotox/taxon/1934,https://cfpub.epa.gov/ecotox/cas/7733020,5.572352739249873,https://cfpub.epa.gov/ecotox/group/Fish,,,[O-]S(=O)(=O)[O-].[Zn+2],0
176,https://cfpub.epa.gov/ecotox/taxon/19390,https://cfpub.epa.gov/ecotox/cas/7632000,2.465411245036072,https://cfpub.epa.gov/ecotox/group/Crustaceans,,,N(=O)[O-].[Na+],1
177,https://cfpub.epa.gov/ecotox/taxon/19676,https://cfpub.epa.gov/ecotox/cas/153719234,3.3055592817510315,https://cfpub.epa.gov/ecotox/group/Insects/Spiders,,http://purl.obolibrary.org/obo/CHEBI_33832,CN1COCN(C1=N[N+](=O)[O-])CC2=CN=C(S2)Cl,2
178,https://cfpub.epa.gov/ecotox/taxon/19677,https://cfpub.epa.gov/ecotox/cas/153719234,3.4596004000636387,https://cfpub.epa.gov/ecotox/group/Insects/Spiders,,http://purl.obolibrary.org/obo/CHEBI_33832,CN1COCN(C1=N[N+](=O)[O-])CC2=CN=C(S2)Cl,2
179,https://cfpub.epa.gov/ecotox/taxon/19825,https://cfpub.epa.gov/ecotox/cas/7447407,6.253361890306523,https://cfpub.epa.gov/ecotox/group/Insects/Spiders,,,[Cl-].[K+],1
180,https://cfpub.epa.gov/ecotox/taxon/1986,https://cfpub.epa.gov/ecotox/cas/7632000,2.0016770274025326,https://cfpub.epa.gov/ecotox/group/Worms,,,N(=O)[O-].[Na+],1
181,https://cfpub.epa.gov/ecotox/taxon/19881,https://cfpub.epa.gov/ecotox/cas/6484522,-0.35463949851824983,https://cfpub.epa.gov/ecotox/group/Amphibians,,,[NH4+].[N+](=O)([O-])[O-],0
182,https://cfpub.epa.gov/ecotox/taxon/19881,https://cfpub.epa.gov/ecotox/cas/7758987,3.1479935211341195,https://cfpub.epa.gov/ecotox/group/Amphibians,,,[O-]S(=O)(=O)[O-].[Cu+2],0
183,https://cfpub.epa.gov/ecotox/taxon/2,https://cfpub.epa.gov/ecotox/cas/10025919,3.9421234647907046,https://cfpub.epa.gov/ecotox/group/Fish,https://cfpub.epa.gov/ecotox/group/StandardTestSpecies,,Cl[Sb](Cl)Cl,1
184,https://cfpub.epa.gov/ecotox/taxon/2,https://cfpub.epa.gov/ecotox/cas/10102064,3.2422824130083017,https://cfpub.epa.gov/ecotox/group/Fish,https://cfpub.epa.gov/ecotox/group/StandardTestSpecies,,[N+](=O)(O)[O-].[N+](=O)(O)[O-].O=[U]=O,0
185,https://cfpub.epa.gov/ecotox/taxon/2,https://cfpub.epa.gov/ecotox/cas/7601890,1.9188217327944828,https://cfpub.epa.gov/ecotox/group/Fish,https://cfpub.epa.gov/ecotox/group/StandardTestSpecies,,[O-]Cl(=O)(=O)=O.[Na+],1
186,https://cfpub.epa.gov/ecotox/taxon/2,https://cfpub.epa.gov/ecotox/cas/7758987,4.595766918476429,https://cfpub.epa.gov/ecotox/group/Fish,https://cfpub.epa.gov/ecotox/group/StandardTestSpecies,,[O-]S(=O)(=O)[O-].[Cu+2],0
187,https://cfpub.epa.gov/ecotox/taxon/20,https://cfpub.epa.gov/ecotox/cas/7758090,2.057891583502117,https://cfpub.epa.gov/ecotox/group/Fish,https://cfpub.epa.gov/ecotox/group/StandardTestSpecies,,N(=O)[O-].[K+],1
188,https://cfpub.epa.gov/ecotox/taxon/201,https://cfpub.epa.gov/ecotox/cas/10325947,3.0045620290562054,https://cfpub.epa.gov/ecotox/group/Fish,https://cfpub.epa.gov/ecotox/group/U.S.Exotic/NuisanceSpecies,,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Cd+2],0
189,https://cfpub.epa.gov/ecotox/taxon/201,https://cfpub.epa.gov/ecotox/cas/7487947,4.072694149446861,https://cfpub.epa.gov/ecotox/group/Fish,https://cfpub.epa.gov/ecotox/group/U.S.Exotic/NuisanceSpecies,,Cl[Hg]Cl,1
190,https://cfpub.epa.gov/ecotox/taxon/201,https://cfpub.epa.gov/ecotox/cas/7646857,2.0773862758136628,https://cfpub.epa.gov/ecotox/group/Fish,https://cfpub.epa.gov/ecotox/group/U.S.Exotic/NuisanceSpecies,,Cl[Zn]Cl,1
191,https://cfpub.epa.gov/ecotox/taxon/201,https://cfpub.epa.gov/ecotox/cas/7758987,5.158783825650374,https://cfpub.epa.gov/ecotox/group/Fish,https://cfpub.epa.gov/ecotox/group/U.S.Exotic/NuisanceSpecies,,[O-]S(=O)(=O)[O-].[Cu+2],0
192,https://cfpub.epa.gov/ecotox/taxon/20106,https://cfpub.epa.gov/ecotox/cas/7647145,2.3757310573922843,https://cfpub.epa.gov/ecotox/group/Molluscs,https://cfpub.epa.gov/ecotox/group/U.S.ThreatenedandEndangeredSpecies,,[Na+].[Cl-],1
193,https://cfpub.epa.gov/ecotox/taxon/20159,https://cfpub.epa.gov/ecotox/cas/7758987,3.5676035090379528,https://cfpub.epa.gov/ecotox/group/Fish,https://cfpub.epa.gov/ecotox/group/U.S.Exotic/NuisanceSpecies,,[O-]S(=O)(=O)[O-].[Cu+2],0
194,https://cfpub.epa.gov/ecotox/taxon/20193,https://cfpub.epa.gov/ecotox/cas/10099748,0.13906004908160793,https://cfpub.epa.gov/ecotox/group/Crustaceans,,,[N+](=O)([O-])O[Pb]O[N+](=O)[O-],0
195,https://cfpub.epa.gov/ecotox/taxon/20193,https://cfpub.epa.gov/ecotox/cas/10124364,1.6889561529930217,https://cfpub.epa.gov/ecotox/group/Crustaceans,,,[O-]S(=O)(=O)[O-].[Cd+2],0
196,https://cfpub.epa.gov/ecotox/taxon/20193,https://cfpub.epa.gov/ecotox/cas/7758987,2.1483780226925715,https://cfpub.epa.gov/ecotox/group/Crustaceans,,,[O-]S(=O)(=O)[O-].[Cu+2],0
197,https://cfpub.epa.gov/ecotox/taxon/202,https://cfpub.epa.gov/ecotox/cas/10102188,1.8620359794295676,https://cfpub.epa.gov/ecotox/group/Fish,,,[O-][Se](=O)[O-].[Na+].[Na+],0
198,https://cfpub.epa.gov/ecotox/taxon/20322,https://cfpub.epa.gov/ecotox/cas/7647145,1.8078086812864127,https://cfpub.epa.gov/ecotox/group/Molluscs,,,[Na+].[Cl-],1
199,https://cfpub.epa.gov/ecotox/taxon/20356,https://cfpub.epa.gov/ecotox/cas/12125029,1.8195867663151155,https://cfpub.epa.gov/ecotox/group/Molluscs,,,N.Cl,1
200,https://cfpub.epa.gov/ecotox/taxon/20357,https://cfpub.epa.gov/ecotox/cas/12125029,1.7734437729594248,https://cfpub.epa.gov/ecotox/group/Molluscs,,,N.Cl,1
201,https://cfpub.epa.gov/ecotox/taxon/20361,https://cfpub.epa.gov/ecotox/cas/153719234,3.1944088296283653,https://cfpub.epa.gov/ecotox/group/Insects/Spiders,,http://purl.obolibrary.org/obo/CHEBI_33832,CN1COCN(C1=N[N+](=O)[O-])CC2=CN=C(S2)Cl,2
202,https://cfpub.epa.gov/ecotox/taxon/20361,https://cfpub.epa.gov/ecotox/cas/168316958,3.6966056226379833,https://cfpub.epa.gov/ecotox/group/Insects/Spiders,,http://purl.obolibrary.org/obo/CHEBI_33832,CCC1CCCC(C(C(=O)C2=CC3C4CC(CC4C=CC3C2CC(=O)O1)OC5C(C(C(C(O5)C)OC)OC)OC)C)OC6CCC(C(O6)C)N(C)C.CCC1CCCC(C(C(=O)C2=CC3C4CC(CC4C(=CC3C2CC(=O)O1)C)OC5C(C(C(C(O5)C)OC)OC)OC)C)OC6CCC(C(O6)C)N(C)C,3
203,https://cfpub.epa.gov/ecotox/taxon/20406,https://cfpub.epa.gov/ecotox/cas/7758987,2.93862087488711,https://cfpub.epa.gov/ecotox/group/Insects/Spiders,,,[O-]S(=O)(=O)[O-].[Cu+2],0
204,https://cfpub.epa.gov/ecotox/taxon/2055,https://cfpub.epa.gov/ecotox/cas/7447407,5.1683905415246985,https://cfpub.epa.gov/ecotox/group/Crustaceans,,,[Cl-].[K+],1
